t/s	x/m	y/m
1.000
1.010
1.020
1.030
1.040
1.050
1.060	
1.070
1.080	
1.090	
1.100
1.110
1.120
1,130
1,140
1,150
1,159
1,169
1,179
1,189
1,199
1,209
1,219
1,229
1,239
1,249
1,259
1,269
1,278
1,288
1,298
1,308
1,318
1,328
1,338
1,348
1,357
1,367
1,377
1,387
1,397
1,407
1,416
1,426
1,436
1,446
1,456
1,466
1,475
1,485
1,495
1,505
1,515
1,524
1,534
1,544
1,554
1,564
1,573
1,583
1,593
1,603
1,612
1,622
1,632
1,642
1,651
1,661
1,671
1,680
1,690
1,700
1,710
1,719
1,729
1,739
1,748
1,758
1,768
1,778
1,787
1,797
1,807
1,816
1,826
1,836
1,845
1,855
1,865
1,874
1,884
1,893
1,903
1,913
1,922
1,932
1,942
1,951
1,961
1,970
1,980
1,990
1,999
2,009
2,018
2,028
2,038
2,047
2,057
2,066
2,076
2,085
2,095
2,104
2,114
2,124
2,133
2,143
2,152
2,162
2,171
2,181
2,190
2,200
2,209
2,219
2,228
2,238
2,247
2,257
2,266
2,276
2,285
2,295
2,304
2,314
2,323
2,332
2,342
2,351
2,361
2,370
2,380
2,389
2,399
2,408
2,417
2,427
2,436
2,446
2,455
2,464
2,474	
2,483
2,493
2,502
2,511
2,521
2,530
2,539
2,549
2,558
2,568
2,577
2,586
2,596
2,605
2,614
2,624
2,633
2,642
2,652
2,661
2,670
2,679
2,689
2,698
2,707
2,717
2,726
2,735
2,744
2,754
2,763
2,772
2,782
2,791
2,800
2,809
2,819
2,828
2,837
2,846
2,856
2,865
2,874
2,883
2,892
2,902
2,911
2,920
2,929
2,938
2,948
2,957
2,966
2,975
2,984
2,993
3,003
3,012
3,021
3,030
3,039
3,048
3,058
3,067
3,076
3,085
3,094
3,103
3,112
3,121
3,131
3,140
3,149
3,158
3,167
3,176
3,185
3,194
3,203
3,212
3,221
3,230
3,240
3,249
3,258
3,267	
3,276
3,285
3,294
3,303
3,312
3,321
3,330
3,339
3,348
3,357
3,366
3,375
3,384
3,393
3,402
3,411
3,420
3,429
3,438
3,447
3,456
3,465
3,474
3,483
3,492
3,501
3,510
3,518
3,527
3,536
3,545
3,554
3,563
3,572
3,581
3,590
3,599
3,608
3,617
3,625
3,634
3,643
3,652
3,661
3,670
3,679
3,688
3,696
3,705
3,714
3,723
3,732
3,741
3,749
3,758
3,767
3,776
3,785
3,794
3,802
3,811
3,820
3,829
3,838
3,846
3,855
3,864
3,873
3,882
3,890
3,899
3,908
3,917
3,925
3,934
3,943
3,952
3,960
3,969
3,978
3,986
3,995
4,004
4,013
4,021
4,030
4,039
4,047
4,056
4,065
4,074
4,082
4,091
4,100
4,108
4,117
4,126
4,134
4,143
4,152
4,160
4,169
4,177
4,186
4,195
4,203
4,212
4,221
4,229
4,238
4,246
4,255
4,264
4,272
4,281
4,289
4,298
4,307
4,315
4,324
4,332
4,341
4,349
4,358
4,366
4,375
4,384
4,392
4,401
4,409
4,418
4,426
4,435
4,443
4,452
4,460
4,469
4,477
4,486
4,494
4,503
4,511
4,520
4,528
4,537
4,545
4,554
4,562
4,570
4,579
4,587
4,596
4,604
4,613
4,621
4,630
4,638
4,646
4,655
4,663
4,672
4,680
4,688
4,697
4,705
4,714
4,722
4,730
4,739
4,747
4,755
4,764
4,772
4,781
4,789
4,797
4,806
4,814
4,822
4,831
4,839
4,847
4,856
4,864
4,872
4,880
4,889
4,897
4,905
4,914
4,922
4,930
4,938
4,947
4,955
4,963
4,972
4,980
4.988
4.996
5.005
5.013
5.021
5.029
5.038
5.046
5.054
5.062
5,070
5,079
5,087
5,095
5,103
5,111
5,120
5,128
5,136
5,144
5,152
5,160
5,169
5,177
5,185
5,193
5,201
5,209
5,218
5,226
5,234
5,242
5,250
5,258
5,266
5,274
5,283
5,291
5,299
5,307
5,315
5,323
5,331
5,339
5,347
5,355
5,363
5,371
5,380
5,388
5,396
5,404
5,412
5,420
5,428
5,436
5,444
5,452
5,460
5,468
5,476
5,484
5,492
5,500
5,508
5,516
5,524
5,532
5,540
5,548
5,556
5,564
5,572
